,text,ext,neu,agr,con,opn
1573,well writing really best favorite thing guess matter paying take huh anyway write seem easily get make time alot slower turn make really boring well like first heard going twenty minute felt sick stomach well enough next let see sure well guess mean greatest school girlfriend anniversary tonight together two year today longest ever someone guess talk girlfriend thing talk minute least hope well girl called asked recognize voice trying play gave clue asked summer going said fine asked thing asked running like coach told summer knew track girl could quite track girl probably anything see alot friend mean played football ran track year way seventh grade senior year never really good either one could hold guess since one star popular turn story make writing alot easier five told got number signed signing one girl track team gave shot asked running answered yes knew like athletic alot friend popular popular talked going eat dinner called couple day later saying getting along corpus tennis camp guess would never talk make long story short broke september started together today rest history honestly guy think love first sight knowing want spend rest someone love cant really see without told man thing almost well thanks,0,0,1,1,0
1574,leaving see sister university also see high school friend weekend feel strange going back home state feel like moved life past four week completely different person feel going away school learned lesson would never going state school smell like old lady room roomate broke bottle three day ago seems carpet smell strong barely concentrate people dorm slam door loudly could scare person total late leave friend driving ten minute ago guess good thing need write paper problem paper cant fast brain think hate instant messenger people automatically think want talk fail respond message well guess want talk case many thing going life sit small talk school need better typing skill smell giving killing headache glad leaving weekend hopefully smell begin air room pretty clean first time since school started probably roomate also gone leave across floor twenty minute along time write first think long time actually clock seem like alot coming week two week first exam class top study know test like know alot material chemistry cannot worry else ultimate stress yes instead fighting wonder get meet parent weekend thought first left school would miss even cry know allowed cry ready life back also hurt know hurt cant remember activity back would maybe hurt running mental block,1,0,1,0,0
1575,feeling little worried right class well ill test assignment used class setting still little strange class student wonder ill biology chemistry class next semester ive already heard difficult stressed college work due daily reading assignment take note material future exam wish senior get place study ever miss home wish could visit sometime soon course cant test thing coming cant wait thanksgiving home relax family friend wish knew people least close friend able start conversation anyone class probably shy afraid stranger start conversation really miss high school friend wish back high school much easier fun well everyone said college going fun part life attending tuesday night bible study felt really happy got meet nice people great liked time god recently gave opportunity communicate felt guilty pray god like everyone else regular basis seems though pray god need help feeling worried sad pray important relationship glad tomorrow friday yay section tomorrow free monday hopefully ill fun weekend unlike last week stayed dorm study,0,0,1,0,0
1576,morning went class really tired guess gone bed earlier fun neighbor class two class done day hungry got back noon eat right away cafeteria trying homework lot read college high school never read lot high school seems class require read chapter week hard keep distracting dorm always going want much set priority roommate came back class minute ago schedule different mine went came back room really want study rather watch fear factor last night eating dinner yesterday therefore tape instead watch going home weekend see boyfriend sunday might going new friend nice people quite people high school houston many people friend one friend actually life dorm life floor though live really hard get elevator high building sometimes wait almost whole minute one especially annoying way class morning almost late economics class went breakfast neighbor really hungry orange juice felt kind sick made economics barely teacher started class economics class way jester live annoying walk way especially monday wednesday friday start noon though really nice sunday wake longest ever slept tuesday thursday class choice went orientation much left pick one neighbor houston like except he boyfriend dad life like lot tree maybe one day house hope kid grow least child hate want kid child power went dorm room one switch happened roommate day someone came know switch started working started writing assignment thought minute would short amount time feel glad class today tired two neighbor greek really cool one tomorrow going take dinner know cool restaurant austin since couple week sure well find nice place though two greek guy actually met plane ride decided roommate nice people one book bought freshman seminar class right need take back glad give good amount time return thing would bought book cost speaking neighbor went store day bought milk got back room noticed taste right date september reason milk bad going throw away need get grocery soon need buy milk chip etc sometimes get hungry night room cafeteria closed today cafeteria ice cream disappointed favorite one also disgusting chocolate yet maybe good want find mall close shopping know many store find however favorite store day,0,1,0,1,0
1577,gregory september today decent day great interesting although got major project due friday everyone freaking think would bad still catch reading architecture society class even though book boring want read simply boring blah blah blah building blah blah blah architecture major book boring say something wish could hurry read little black book thats architecture way interesting talk actual concept rather building general like book experiencing architecture boring thursday communication class teach draw annoying sometimes since think know everything honestly think teaching trip continues put many student lucky least anyways majoring love guess though school business friend may make fun reason least hair idiot plus working walmart business speaking stuff love love music really hard decision rather majoring music architecture since wanting architecture since like four choose started note page press enter backspace return previous page press forward return page except go five minute typing luckily patient person hope read yeah right class please noticed high school class knew people speaking people high one class say hello jeff everyone read front class since probably might well try call get jeff whoever reading jeff business major try make money say love saying ready build dream house lazy stupid work group spelled wrong spell worth computer spoiled spell check grammar check darn trying make stupid period time buying product wait already running win right like yet knock would crash something class though terrible luck spelling something wrong well back bug earlier would finished still minute left hey maybe bad luck computer crash bad enough really waste time typing nothing guess could note took class hat would similar studying hmmm finish something sorry fell asleep second actually find class interesting entertaining asleep fall asleep chair comfortable show everyday always turn light sleep sleep,0,0,0,1,1
1578,little nervous assignment nervous little kind quiet person writing thought twenty minute little intimidating really like lot stuff psychology internet guess convenient internet mess lot working today though bought ticket jimmy eat world internet one favorite band best friend coming concert miss lot need clean room roommate cleaned little think care much messy messy hometown knew lived together getting really close glad decided live together glad wait til last minute assignment need calculus physic homework also need well need want get dvd called waking life really good movie make think question reality like movie like ive thinking stuff movie career like art stuff thats get architecture department need take psychology course need know color affect people emotion going major design really need call tell got jimmy eat world ticket friend house last time talked miss lot seen long time friend long time since seventh grade miss lot need call friend life oklahoma thats going college four minute left hope kind stuff wanted write guess thinking hope matter capitalize word never even write unless paper need turn english class senior english teacher really nice lady really miss bye,0,0,1,0,1
1579,know right listening right song whether good enough anything sometimes feel kind like like good enough anything write talked best friend kelly yesterday back home went summer went california ride bus back rock kept missing bus back ended staying california really excited came back seen like four month get see left really sad sometimes miss best friend kelly best friend schedule family problem lot time miss best friend one friend used lot almost everything summer got job dad got raise money seems like good like people like someone room door breakfast one morning planned morning event one friend jennifer call tell make doctor like cant call try play really anything say seen campus since class started weve talked online two three time thats much compared much used talk twenty minute long time continuously guess bad people slow kind fast make lot nonsense talking typing semester taking really fun lot work signed class thought require much work aside work actually class book three five page paper due class paper due semester odd well fun either way music really angry music,1,0,1,1,0
1580,well sit college kind weird next room music playing like make excited concert remember last went good cousin quite character time attending university life tough life room surprisingly clean today always imagined college would messy room everywhere actually quite organized never considered person grown older realized indeed enjoy sense organization roomate telling funny story next room lead thinking story coming quite enjoyable hear teacher indeed friend away home could say connection haha always live though came next town quite change moving sure compare moving college remember right high school still major adjustment went home weekend watched old football team play high school past year state trip every year beside point beating worse could imagined friday night nothing could right miss football gone also know player big strong would half never know though hard work next year step field burnt orange written much lately know writing every day read writing everyday way improve reading know reading year already ton reading bad enjoy reading guess kind writing form rambling thought kind slow hard keep writing think thinking something would whoever read say something hard stand place big many number somewhat unique cant unique people trying hard time cant find happy place could say happy place get happy others cant sit back anymore wait happen make happen sound true word cant always get want could say truly wise old men cant always get want try sometimes might find get need brother spoken true always liked writing everything always funny add sense connection reader mean someone laugh read work actually something simply sit read word page mean nothing wasted tree often time reader would rather look tree read page mean claim great writer claim make people laugh simply like laugh read enjoy read sentence make laugh loud make stand dance well brother welcome world reading shame write much used idea gotten yet take time guess idea memory greatest right year old hit beyond cant wait write name hand remember,1,0,0,1,1
1581,got twenty minute ago really thought finish assignment felt kind day entire class done still sitting around without twenty minute spare really kind overwhelmed class university general ive told anyone thats deal problem class break could use study instead dorm room eat watch movie watch many movie first place theater major basically study placed amount time actual studying class like biology know trouble theater program bit much tiny fish ive spend last four year top game far acting concerned different place different know fit yet understand learn pay due eventually ill top best case anyway really path best meant really honestly think able survive desk job rest working life make chance thats exactly ill even class thing guess go along even chance success intelligence within field general well back first worry seems like never good enough went junior high colorado kid school guy everybody dog went answer come texas suddenly best anymore alright pressure blah blah lost try harder everybody else get grade since kind intelligence top percent class actual knowledge high school think could still hold something made feel better college week came showing college whatever apart even stuff like chemistry thought long gone memory sophomore year knew guess feel alright class end maybe feel boring hanging room time really feel part student body sure itll happen sooner later like history man girl long distance relationship really hard trying pull one freshman year going great far guess say something going partying run distant second five minute phone conversation helping become longhorn love death really worried figured itd work think still adjustment hard especially one college ive started believe there life guess well probably cover psych point time seriously whats going life certain kind music specific song listen guess beyond obvious psychological base time secret running head right likely started thinking girlfriend back made think time weve spent together reason bringing two sitting watching remembering noticing lyric feeling girl probably smart done morning feel like thought order morning september realized worried though faith country faith ideal freedom life bring attack really think stop itll suck american life lost cant tear there bit thought appropriate given day twenty minute stream,1,0,1,0,1
1582,finished working pretty tiring worked awhile kind cold room right always cold really know kind weird miss much gosh thing might good good see talk everytime see talk get sad want he far away sigh well least ill see thanksgiving give something work forward hmmm sister husband weekend still really weird cant imagine sister married quite strange seems happy good feel bad friend taking better care though kind make feel bad ill twin due maybe make going work really hard nothing else really cant party one one guy friend kind actually get along better guy cant anything either going write something forgot lot ill like upstairs something ill forget went upstairs yeah pretty strange hmm going background pretty funny show need bathroom drank lot water still like minute left clock wow minute long time random thought homesick knew probably ive always independent pretty good friend anything hang really think well get sick annoyed room lot thats good always guess good go think shed really annoyed really met anyone new yet guess going stay comfort zone take much effort get plus weird even hanging friend something ill start wanting back room talk man nerd haha well think calculus hardest class hate math ugh least math class well except lot math like simple math ill least entire life goodness good get rid ahhh halfway finished time tend lot always look time even though pretend still corner time like try really work much hehe lot people gone church retreat dunno kind wanted last year comfortable church anymore feel like judge everybody look leader serve talk tell problem yeah think pretty dumb make really mad sometimes right judge life god one else yeah think going find new church back college good think sister right still feel kind bad went like year sister someone else better like everyday would always cry thats healthy either miss even want keep company think one know secret know tell anybody considering he dog he old already going depressing pass away thats going one sad day bad dream last night man sucked sooo mad woke must really insecure something second time ive he hahaha thats pretty funny kind suck boyfriend one really good guy friend hate passion pretty bad nothing worry thats gross like brother think girl wonder know people always make fun maybe think kidding something hmmm maybe tell dang hand really tired form typing think exactly right wish still played piano like want song maybe would really good music class pretty simple though hope month thanksgiving really really fast cant wait see man think lot,1,0,0,1,0
1583,okay dorm room alone mostly thinking great day day good long time even though wake early bowl ticket make happy never win anything really cool one drew best number maybe luck finally coming hope addition ticket got see guy totally love twice today simply gift god seen long time started pray got see tuesday started thinking even got see twice even wonder think doubt thinking right see wonder go head ive never guy interested hope college luck change lucky number ticket look like luck changing cant say luck life lord current big way actually entire reason feeling since moved made good friend get see joe hope get experience feeling long time really happy walking street people looking like crazy huge smile face good person faith get anywhere want life accepted feel little ease little though still worry class really want well need catch reading weekend make also need get back really piss note given back yet really rude okay though thinking joe happy cant believe happy make think know seem crazy barely even know something fact make eye contact guy ever speak campus say something way see least thats think really want fall love look around see couple watch romantic movie listen love song want bad feel something gut tell joe going first real love even work end get heart broken feel like ready ready experience something,1,1,0,0,0
1584,excited anxious new city austin overwhelming right know everyone still meeting new friend enjoy class know semester probably goal work hard try best get caught social life focus important grade feeling little homesick though comfort zone surrounded new face miss family little boyfriend lot excited feel little left sometimes everyone know eachother sometimes feel listening car floor dorm room window cause lose concentration time also hard girl screaming running hall especially night come running drunk smell flower throughout room received many pledging roommate got rush excited new sorority know give chance meet new people nice noticing though girl pretty hard make friend always going together little group person usually affected little thing without boyfriend hometown friend make thing little difficult realize though teach become independent person learn adjust thing always work way seemed love room right also roommate pretty clean person make pretty clean person room neat know mom would happy really love city austin fun party place also seems bit overwhelming every night party life get wrong love party certain extent christian make living kind difficult become constant party sometimes forget really one thing want school next year discover really take away party left want make something school personal life whether want tonight girl stay bed early seems like always always something barely ever time simply relax probably tell little stressed notice getting quiet dorm girl left computer longest time minute write going start minute finish time sorry anyways really frustrated computer many problem lately making case know still typing min time period minute taken away stupid computer well hoping learn away around austin soon city confusing want everything hate knowing way around place well going end timed extra min clock,1,1,1,0,0
1585,well first assignment kind ever done hope find enough thing think minute wait minute second math hoping avoid wish early matter fact awake right next class start two hour nap time yes wait thats right still whole writing thing come think fairly way making sure student put amount time least amount effort assignment better worse least week begun high school thats last thing would thinking early monday morning feel upon self though realize learning drive week rather combination fact work weekend well week like little vacation looking around room see poster course empty cup textbook yeah poster last one got downstairs say cant remember anyway poster one somehow missed first time around hard imagine since darn cool nice really art tiny dorm room complete right almost half way almost almost yes good even though course assignment feel feeling particularly like get wrong like anything stuff actually set fine morning wonder consciousness would interrupted catching reading philosophy everyones topic well course sure ability would want happen chapter philosophy really gotten thinking also thinking need finish first chapter something never given much thought saw read medium discussion always considered logical led absolutely idea think issue course number example thing logical practically wonder real word yeah must damn something going back changing wrote first time except maybe typo constantly three second left bye continue writing think,0,1,0,1,1
1586,like home alone much thought would like want come back already cant believe also take weird want normal think weird together got together roomates talking chris everytime feel much homesick cant decide like well like know like friend probably like yes wonder right raining like hate rain feel scared something bad happen song funny guess like really good french coffee throat hurt way hot really miss guy felt sad went without comp made strange noise like really scared thought broken computer would really trouble damn feel like ive writing longer min well wonder chris right moment wish could see always make laugh speaking funny people really miss he love life without way romantic would anything worry much really hope would drop everything hear austin people floor piss time always yelling cant stand quiet night really annoy wonder show going tonight really like show wish coffee even though burned throat ate pizza today best thing world going remember next time eat way much sometimes fat need eat hell get much cant believe hate walking around seeing pretty girl spend day know make stop eating start working mean gym right downstairs even want people see fat girl working thats people work lose weight cant get way cold room going get sick much homework especially biology understand anything class might quiz next week good chemistry pretty good think got little confused last night homework hoping work biology bad least feel like falling asleep right like bio really like instructor damn boring try funny work really hope bad semester hope get least class impossible college think really worried scholarship gotten half supposed get really call office stop also settle matter mental health office want keep bugging really cool want well guess write email aid office asking scholarship maybe try contact nursing school maybe even scholarship anymore would suck really need money want parent worry money cant wait money help wonder ill ever become famous like always dream dream many thing hard keep track almost done wow went quickly bad wonder theyre really going read thing doubt time,0,1,0,0,0
1587,lunch actually good cooky dobie cafeteria today really happy found life dobie kind bothered high school think might like better almost anyone met ive happy ever since ive feel sense like people talking way like without mother drive crazy understand sometimes world related someone came love feeling feel like animal personality two dog bed could easily taken real one well kind one blue maybe really alex came last night two good friend high school made really happy literally wall thought nice came know surprise know care people care something nice kind surprise could never keep diary absolutely love writing anything world want become writer always start something never finish honestly lazy piss whole lot love want know diary drove crazy found fake think easier show true self word rather writing understand work like see real writing think song called forever ben good sweetest wierd sometimes write poem little phrase ive noticed use color blue lot like ocean blue poem parent divorce used something blue world something know come mother really drive insane friend past saturday came back amazed independence looked acted everything like know seem little different like relief great like person spent much time mother making sure say something upset ridiculous told though said way take credit way great wanted scream opposite around cant seem figure anything like think understands much think deep inside know get make feel better think understands whatever may control otherwise let stay ten night friend control wish would see pushing away already think ever great relationship try understand wish could least understand first want like get older thats partly want agree anything think became person want person thats sad like way think really want dancing song playing thats called dance want,0,1,0,1,1
1588,know sort assignment would think one would start bunch like dog cat mouse etc however case would sort person mind filled maybe maybe kind made something like leaf one kind let see desk sitting hard library aside loud typing noise others like making quiet know speaking quiet another thing come mind reading sent wonderful girlfriend minute ago unable get whole complete due silence allow explain nature assignment thought come limit amount organization said thought anyway assume whoever charge little computer station library taken upon make sure control pre set level know library concentration etc guess thats really control well least control common control whatever back point little message different guess first thing come mind usually sort fact control taken away others like literally could hear going quite guess going find place enjoy full potential read well heard kind way say event silent rule library never really thought side course amount time ive sat library truly enjoyed silence always thinking way silent noise always nasty old kind hearing conversation wherever pop throughout course there always issue phone man gone nut phone deal truly come point person need contact everyone anyone totally everyones something everyone really wonder know men woman depend kind interaction whoever interact guess hard time life fact would far say would uncomfortable time mean would put position always someone wanting something someone calling someone bugging drive crazy even thinking there something funny remembered take movie ohh whats name cant remember black guy friday chris theyre scene obvious chris forgotten line least thats way seemed nowhere cell phone ring like rolling expensive film man talking phone say like man cant talk right yea man right standing right went couple second guy believe went getting frustrated chris prove friend really gave phone said hey cant talk accent funny,1,0,0,0,1
1589,tired need wake tomorrow eight clock class probably bed roomate already bed swear thats come home class he asleep wake he asleep need clean room bunch crap need dish laundry clean floor wish playing cant get court full popular need shopping need coke maybe think ill get coffee one fire code need shower thirsty nice cold coke man know write minute straight man eight clock thats roomates car smell horrible hehe aint mountain high enough aint river low enough wonder listening cant wait till weekend fort worth call need see he visit need order light computer wonder whats wonder simpson maybe ill find wonder found girl yet thousand cant seem talk one need walk like hey whats know though look well wonder supposed music kind interesting twenty minute wish cold would away ive sick forever phone ring would answer ill take shower remember high school fun still glad graduated early move bigger better thing hope parent proud bet miss miss much hour away dog one really miss saw seeing eye dog earlier like miss dog he helped stuff breaking thats cool even well problem though cool whatever hey got online cool ill talk later still got nine minute twenty minute really long time class seem short compared high school even though length thats good thing though man tired seven minute need shower wonder whats wrong computer bet fix get chance bet wrong something thats cool ill see song suck change god tired long need sleep wonder went took calculus book left bet went study yeah man think thats messed even whatever,1,0,0,1,0
1590,stream thinking huh even keep journal anything little different chicken sure good lot though know really like musical one one late like speaking pretty good movie wish still pretty good cant believe lecture least friday would really suck download song fact buy yellow dvd would good movie wonder movie see weekend movie really long time surely something new come wonder writing assignment going used sure used well need write kim email see really long time would probably appreciate ill tonight finish reading need read meant year two ago never got around like class first really getting know really want bother learning guitar know never something would seriously still least ive already learned one learning another cant difficult learn new everything else stuff take practice might well see plenty time hand except morning past two morning ive set alarm early could wake get reading done class bad morning ive yesterday late physic really could rest year still fine final easier took highschool mom called day really talk long ill call back tonight get sure miss feel different home guess might homesick going school like something like hour away seem like big deal guess help also stay busy also really like music really want buy today ill see although price sarah really good singer really helped married must big career really see like ive written much lot head cant get musical really like one came post depression original seem sake made,0,0,0,1,1
1591,well reason stressing everything going first week school class overwhelming much different high school number student class whole new city first time away family trying make choice laundry making food trying make new friend scared able study scared also went rush sorority also overwhelming meeting keep certain gpa finish many hour work stay house least hour week study also mixer twice week night know going manage thing also stressing finding live next year apartment girl met summer got know knew live trying find group nice girl find place live taken mention boyfriend thing complicated wish could communicate tell really feel tired playing stupid game keep trying make jealous really care alot getting fat swear older sorority sister want keep giving cooky candy make time really love know going much fun already met several awesome girl fun hang since came small interesting meet many different kind people love love roommate went pot luck kind nervous perfectly neat freak personality hope become great friend far talked everything really smart miss best friend high school two went baylor loved hard choice make though person really knew older girl went high school boyfriend frustrating sleep last night upset miss mom family even dog know home seems like much ohh really want see movie swim fan sweet home bet time see movie money either money gone clue went never get shopping also need find church keep kind hard focus really happy sorority emotionally process many girl hope stereotype sorority girl met truly kind helpful great way meet people stuff community going hospital tommorrow morning visit child really excited love kid think want teacher hope patience make college weird think college right trying get degree still feel like little kid sometimes hopefully able focus get settled priority,1,0,1,0,0
1592,got back astronomy class exam friday pretty nervous got really sit study want well still kind sleepy right since went bed kind late yesterday reading philosophy could prepared today lecture really concerned getting really good grade university become success life near future want become well known home town texas university texas summer must say quite difference summer fall semester guess amount people campus biggest difference went summer fall feel well coming getting head start seeing thing work around hope continue study law school somewhere really care long state texas grandmother called best grandma whole world would absolutely anything pride joy really appreciate everything done always whether school sport social really excited called right ask would want new york know sure excited whole thing going sit think awhile really place spend vacation parent well played major role character today would probably also best ability take went basketball game throughout highschool career biggest fan cant wait see parent come october mom birthday parent day also day home football game really looking forward seeing grandparent come visit friend got couple day ago always playing one coolest thing planet right today gym play ball bit usually play every day least try much homework probably going later tonight study astronomy right probably going get breakfast downstairs maybe,1,0,1,1,0
1593,first writting know write also afraid lot word talking friend way class today started talk made kind guess cant two minute passed guess take long write paper short time write stream consciousness paper think good way get mind clear write paper forget shoulder read see something important need look ohh well least longer thinking feel like talking something important anything important talk friend guy mentioned said made sure mood started writing way would lot write think probably good idea kind wish feel like running thing say guess talk see hear smell well room see wall hear computer game roommate playing always play computer game always real good guy computer game playing shoot game run around gun kill people sleep one eye open say right cool well hear gun back ground guess hear music play music movie game time min like song came see see picture wall one friend camp north came two toy light push button running around camp head kind fun know long time grew went camp youth group beat friendly camp great place went kid past three summer real wierd see kid come back summer year older different change still exact way remember getting remember hated one year friend long time four cant spell wish could loss desk made real good desk need phone rang roommate picked computer friend calling back called started writing gym think ohh well got,0,0,0,0,1
1594,college wonder started seems nice easy going yet wonder something enjoy rest life first time living away home one love care feel show peer scared miss home fact miss home sister time know feel important show others home sick cant understand part mind want fit want show others strong hand love experiencing past week experienced thing never never find like eat home always dinner feel spoiled home given much realize thing much fun people thing advantage handle thing home met someone like realized difficult ignore student adjust compromise one others far say college taught thought would college thing mind think life turn manage survive financially make good living future question think much future little present give importance future present thinking future help ruin present thing done turn way want end every moment could precious thing cannot make precious thing cant control thinking future take mind past question really believe god faith torn apart time happens life losing grandfather big realized old time lost father really started think god since took away person dependent emotionally physically financially decided look positive aspect life decided mother still god lost age thought forget god exist however looking people religious faith god get everything life making question faith god wonder make happen life used always think eating food since past year changed back way wonder emotional depressed life always eating however thing stopped eating sad continue think eating would love visit get know emotional,0,1,1,1,0
1595,well seems place like class fairly well physic probably difficult chemistry seems like easy well look interesting talked sister last night graduated degree told get hooked need two degree family least someone got make money someone really love sister unique person life blast like place fun got spirit life chicago almost went couple week back weather got real bad day going jump think take totally austin hard leaving people love family girlfriend serious relationship weve together almost year think going make time apart end happy together man taking long time miss brother marine joined back last got call saying unit would leave two day year one good high school friend happened end unit drove houston houston sent san antonio training stayed couple week sent east somewhere near area month training pretty neat stuff like training stuff like able call every good hear done training finally sent unit basically drive around wall since really much time talk take laptop get internet email given much time every gave call called day graduation see really wish could see give without called day night want talk long cause keeping roommate come home see get back sister coming chicago pick coming austin see going cant wait going back home weekend leave right last class ill get around time see high school football game state last year girlfriend drill team ill get see perform miss lot time almost ive got little till get work project ive planning making girlfriend well actually two cd think like felt really good sleep little today thursday day class like thursday well time running second left ill say till meet,0,0,1,1,0
1596,eye closed right wondering thing correctly talked best friend lonely wish right talk everything funny everything build together form one big stuff face looking clock wondering long twenty minute want get done finish assignment exhausted ive going nonstop entire weekend exactly finger going nonstop word keyboard feel neck back want sleep must going finish assignment particular thought anything basically got told think going psychology tonight tired want sleep want weekend end long far pretty good sleep yet maybe could hour break ive never done stream writing wondering whether right write exactly thinking feeling right feeling thinking many thing right like list head thing keep like little post note also wondering whoever going read think insane reading talk alot insane psychology truly word think everyone little way mind work complex fact everyone different make term insane pretty difficult complicated like standard everybody different know normal think amazing wrote absolutely nothing went meaning another thought uncle one friend insane could normal wonder sometimes concept ideal normal think normal besides judge ideal normal read book psychiatrist trying help patient basically turned psychiatrist problem judge patient cannot even judge guess question double take still idea anyway correctly another thought know correctly stream consciousness whoever reading idea normal insane think thought think normal write kind thought journal think reason sort unsure actually writing thought assignment kind enjoying somewhat put tension ease actually kind relaxed sleepy think minute,1,0,0,1,1
1597,go starting write psych class roommate hated three really understand well actually talk alot gave chance never would new roommate process getting right wonder think seems pretty cool hope going kind roommate looking along really miss boyfriend working wonder thinking time hope call soon know hopefully right middle writing twenty minute straight started thinking took class summer writing weird anyway show right mtv remember dad think appropriate watch show first came reminds upset since think appropriate boyfriend joe come stay place went walmart today getting frustrated mexican people place ridiculous wonder suitemates laughing suck right telling roomates project thing right psychology man smell need take shower thanks getting new table purple clear joe hot say parent suck stay wonder would say knew stayed week since cannot find place austin go think people incredibly nice despite say dread read two chapter chemistry know determined show cuss think incredibly weird almost threw shit today made whole moving mom thought pissed upset general joe throw shit hall bitch wonder cuss assignment well apologize french sound really good right eating much know say freshman fifteen keep bothering writing thing want eat feel fat probably even already ever wonder people talk feel smarter well sound smart people need feel way life thing worry others think long run forgotten whats point becuase thing matter remember dying bed year old biggest fear dying sometimes lay night wonder would feel like breathe thing hope fast sleep know dying spell right well lazy back change anyways spelled wrong happy finally got glass mail eye dying know taking good care sometimes think get surgery use lack wish best friend amy would call knew would think would soon know soccer tough schedule even make effort call anymore part blame well glad one instant right would suck able talk stop ashley stop trying cool figure quick decide want make business thanks running walmart sorry day probably time right wonder going read real purpose even really read made feel better typing feeling thinking worried money financial situation right say normal think really pretty skinny going alot fun hope get away much school number one priority need get job would much happier even enough next semester parent said would help great ask older brother independent know ask hope enjoyed reading,1,1,0,1,0
1598,sitting thinking world friend behind talking pretty funny got finished eating taco bell time sounded like good idea seriously choice friend typing really messing sometimes cant complain though came use computer could print something thankful right yeah using proper grammar hope part assignment thought long twenty minute assignment could never end friend class yesterday roommate talking knew something could talked five minute judge thing michelle trying explain happened child taking account trying homework bad thing actually want know feel good paper little weird take account probably maybe nose running throat hurt okay friend saying would beat grade point high school worked saying three freaking year god nose quit running make hard ever realize told write think pressure make impossible keep thought logical thing instead keep thinking know going write friend talking show called show make fun old show one saved bell used love show even remember episode retarded cant believe actually talking conversation going eight minute actually kept little timer thing michelle leg keep everyone care although kind gross wearing short nobody talking behind thought paper drawing total blank happens tend get nervous typing get extremely bad alot friend watching make even nervous bet make paper someone read sick saved bell loving freak something embarrassing happened today telling friend professor say word chicago weird guess behind professor le sure ever fully,0,1,0,1,0
1599,right idea supposed sitting computer lab parent thought would wise bring computer first semester ridiculous thought opinion course also thought would wise see tony summer never state sucked feel bad right got went spend couple day ton fun really love know parent problem mean he much like dad almost scary maybe theyll warm long plan getting married soon course heck even like year want wait til college there le financial worry he rich know still told parent got ticket way home supposed explain even know went paid ticket still going show thank goodness found pregnant would another hard thing explain mean love tony getting pregnant first time would totally sucked plus dad would killed lazy still need ton thing need get job job money still done either know like time thing ive done really hang cousin every weekend also thing roommate pretty cool nice thats plus really problem bit worried moved worried might quite nice considerate really fact pretty cool borrow stuff whenever want borrow mine time like usually get long people rather get long say something never really know dang room freezing wish brought found building kept cold accustomed fact hate even house speaking need take always letting stay weekend taking place thing ive done spending money want take somewhere nice eat something whole lot money also need see want get together something much fun saturday house blast never knew could fun though also make pretty imagine contact yeah weird family hope okay know said fine still mean know probably still pretty upset really know say say anything really like seems really fun around nice even think people see way realized need call spoken since left houston like one closest friend miss lot friend family really love austin parent always said get really homesick far maybe family know whatever working shoot missed calculus discussion group think going dead really know either showed tuesday one ever showed checked online room waited maybe room change reason ive noticed class happened discussion meeting need get reading done psych philosophy bio get behind want screw chance getting business school keep gpa thats exactly whats going happen remembered like day tony come see miss much hope he okay driving far worry sometimes know ton fun get want show history street take horse ride thats romantic know else well think something really get campus pick direction start walking well come something,1,0,1,1,1
